Rebalance_Date,ETF,Weight
2019-07-01,SCHD,0.4
2019-07-01,SPYD,0.4
2019-07-01,SCHF,0.2
2019-07-01,HDV,0.0
2019-07-01,DVY,0.0
2019-07-01,FDL,0.0
2019-07-01,VYM,0.0
2019-07-01,VTV,0.0
2019-07-01,DGRO,0.0
2019-07-01,SDY,0.0
2019-07-01,XLP,0.0
2019-07-01,SPLV,0.0
2019-07-01,USMV,0.0
2019-07-01,FVD,0.0
2019-07-01,XLU,0.0
2019-07-01,SPYV,0.0
2019-07-01,VIG,0.0
2019-07-01,IUSV,0.0
2019-07-01,VONV,0.0
2019-07-01,VOE,0.0
2019-07-01,VO,0.0
2019-07-01,IVV,0.0
2019-07-01,XLV,0.0
2019-07-01,SCHM,0.0
2019-07-01,IJH,0.0
2019-07-01,SPTM,0.0
2019-07-01,VB,0.0
2019-07-01,VTHR,0.0
2019-07-01,SPSM,0.0
2019-07-01,PTLC,0.0
2019-07-01,SPMD,0.0
2019-07-01,VOT,0.0
2019-07-01,SPYG,0.0
2019-07-01,VUG,0.0
2019-07-01,IMCG,0.0
2019-07-01,XLK,0.0
2019-07-01,ILCG,0.0
2019-07-01,VBK,0.0
2019-09-30,SCHD,0.288919
2019-09-30,SPYD,0.4
2019-09-30,SCHF,0.311081
2019-09-30,HDV,0.0
2019-09-30,DVY,0.0
2019-09-30,REET,0.0
2019-09-30,XLRE,0.0
2019-09-30,FDL,0.0
2019-09-30,VYM,0.0
2019-09-30,VNQ,0.0
2019-09-30,DGRO,0.0
2019-09-30,SPLV,0.0
2019-09-30,VTV,0.0
2019-09-30,USMV,0.0
2019-09-30,XLU,0.0
2019-09-30,SDY,0.0
2019-09-30,XLP,0.0
2019-09-30,FVD,0.0
2019-09-30,VIG,0.0
2019-09-30,SPYV,0.0
2019-09-30,IUSV,0.0
2019-09-30,VOE,0.0
2019-09-30,VT,0.0
2019-09-30,IVV,0.0
2019-09-30,VO,0.0
2019-09-30,XLV,0.0
2019-09-30,SPTM,0.0
2019-09-30,SCHM,0.0
2019-09-30,IJH,0.0
2019-09-30,PTLC,0.0
2019-09-30,VB,0.0
2019-09-30,SPSM,0.0
2019-09-30,SPMD,0.0
2019-09-30,SPYG,0.0
2019-09-30,VOT,0.0
2019-09-30,VUG,0.0
2019-09-30,ILCG,0.0
2019-09-30,VBK,0.0
2019-12-31,SPYD,0.4
2019-12-31,SCHD,0.237152
2019-12-31,SCHF,0.270793
2019-12-31,REET,0.092055
2019-12-31,HDV,0.0
2019-12-31,XLRE,0.0
2019-12-31,VNQ,0.0
2019-12-31,DVY,0.0
2019-12-31,FDL,0.0
2019-12-31,VYM,0.0
2019-12-31,DGRO,0.0
2019-12-31,XLU,0.0
2019-12-31,VTV,0.0
2019-12-31,SPLV,0.0
2019-12-31,XLP,0.0
2019-12-31,USMV,0.0
2019-12-31,SDY,0.0
2019-12-31,FVD,0.0
2019-12-31,VIG,0.0
2019-12-31,SPYV,0.0
2019-12-31,VT,0.0
2019-12-31,VOE,0.0
2019-12-31,VO,0.0
2019-12-31,IVV,0.0
2019-12-31,XLV,0.0
2019-12-31,SPTM,0.0
2019-12-31,SCHM,0.0
2019-12-31,IJH,0.0
2019-12-31,VB,0.0
2019-12-31,SPSM,0.0
2019-12-31,SPMD,0.0
2019-12-31,SPYG,0.0
2019-12-31,VOT,0.0
2019-12-31,VUG,0.0
2019-12-31,XLK,0.0
2019-12-31,ILCG,0.0
2019-12-31,VBK,0.0
2020-03-31,SCHF,0.4
2020-03-31,SCHD,0.234772
2020-03-31,XLP,0.306274
2020-03-31,QYLD,0.058954
2020-03-31,VYM,0.0
2020-03-31,FNDF,0.0
2020-03-31,SPYD,0.0
2020-03-31,VIG,0.0
2020-03-31,DGRO,0.0
2020-03-31,USMV,0.0
2020-03-31,VT,0.0
2020-03-31,XLV,0.0
2020-03-31,SPYV,0.0
2020-03-31,IVV,0.0
2020-03-31,VO,0.0
2020-03-31,VOE,0.0
2020-03-31,EQWL,0.0
2020-03-31,PTLC,0.0
2020-03-31,VTHR,0.0
2020-03-31,IWX,0.0
2020-03-31,DGRW,0.0
2020-03-31,IXJ,0.0
2020-03-31,SCHM,0.0
2020-03-31,VUG,0.0
2020-03-31,SPSM,0.0
2020-03-31,IMCG,0.0
2020-03-31,SPMD,0.0
2020-03-31,VOT,0.0
2020-03-31,ILCG,0.0
2020-06-30,SCHD,0.279716
2020-06-30,SCHF,0.4
2020-06-30,QYLD,0.165163
2020-06-30,XLP,0.15512
2020-06-30,VYM,0.0
2020-06-30,FNDF,0.0
2020-06-30,SPYD,0.0
2020-06-30,VIG,0.0
2020-06-30,VT,0.0
2020-06-30,USMV,0.0
2020-06-30,XLV,0.0
2020-06-30,SPYV,0.0
2020-06-30,IVV,0.0
2020-06-30,VO,0.0
2020-06-30,VOE,0.0
2020-06-30,EQWL,0.0
2020-06-30,VTHR,0.0
2020-06-30,DGRW,0.0
2020-06-30,IWX,0.0
2020-06-30,PTLC,0.0
2020-06-30,VUG,0.0
2020-06-30,IXJ,0.0
2020-06-30,SCHM,0.0
2020-06-30,IMCG,0.0
2020-06-30,SPSM,0.0
2020-06-30,VOT,0.0
2020-06-30,SPMD,0.0
2020-06-30,ILCG,0.0
2020-09-30,SCHF,0.4
2020-09-30,SCHD,0.186356
2020-09-30,XLP,0.199677
2020-09-30,QYLD,0.213967
2020-09-30,VYM,0.0
2020-09-30,FNDF,0.0
2020-09-30,SPYD,0.0
2020-09-30,VIG,0.0
2020-09-30,VT,0.0
2020-09-30,USMV,0.0
2020-09-30,XLV,0.0
2020-09-30,SPYV,0.0
2020-09-30,IVV,0.0
2020-09-30,VO,0.0
2020-09-30,VOE,0.0
2020-09-30,EQWL,0.0
2020-09-30,DGRW,0.0
2020-09-30,IWX,0.0
2020-09-30,PTLC,0.0
2020-09-30,SCHM,0.0
2020-09-30,IXJ,0.0
2020-09-30,VUG,0.0
2020-09-30,SPSM,0.0
2020-09-30,IMCG,0.0
2020-09-30,VOT,0.0
2020-09-30,XLK,0.0
2020-09-30,SPMD,0.0
2020-09-30,ILCG,0.0
2020-12-31,SCHF,0.4
2020-12-31,SCHD,0.087559
2020-12-31,QYLD,0.246745
2020-12-31,XLP,0.265696
2020-12-31,VYM,0.0
2020-12-31,SPYD,0.0
2020-12-31,VIG,0.0
2020-12-31,VT,0.0
2020-12-31,XLV,0.0
2020-12-31,USMV,0.0
2020-12-31,SPYV,0.0
2020-12-31,IVV,0.0
2020-12-31,VO,0.0
2020-12-31,VOE,0.0
2020-12-31,VTHR,0.0
2020-12-31,IWX,0.0
2020-12-31,DGRW,0.0
2020-12-31,VB,0.0
2020-12-31,PTLC,0.0
2020-12-31,SPSM,0.0
2020-12-31,VUG,0.0
2020-12-31,IXJ,0.0
2020-12-31,IMCG,0.0
2020-12-31,VOT,0.0
2020-12-31,XLK,0.0
2020-12-31,ILCG,0.0
2020-12-31,VBK,0.0
2021-03-31,SCHD,0.151641
2021-03-31,SCHF,0.4
2021-03-31,XLP,0.204645
2021-03-31,QYLD,0.243714
2021-03-31,VYM,0.0
2021-03-31,FNDF,0.0
2021-03-31,SPYD,0.0
2021-03-31,DGRO,0.0
2021-03-31,VIG,0.0
2021-03-31,SPYV,0.0
2021-03-31,XLV,0.0
2021-03-31,IVV,0.0
2021-03-31,USMV,0.0
2021-03-31,VO,0.0
2021-03-31,VHT,0.0
2021-03-31,VTHR,0.0
2021-03-31,EQWL,0.0
2021-03-31,IWX,0.0
2021-03-31,DGRW,0.0
2021-03-31,VB,0.0
2021-03-31,SPSM,0.0
2021-03-31,PTLC,0.0
2021-03-31,VUG,0.0
2021-03-31,IMCG,0.0
2021-03-31,FCOM,0.0
2021-03-31,VOT,0.0
2021-03-31,XLK,0.0
2021-03-31,ILCG,0.0
2021-06-30,SCHD,0.131248
2021-06-30,SCHF,0.4
2021-06-30,SCHC,0.0
2021-06-30,XLP,0.1895
2021-06-30,QYLD,0.279252
2021-06-30,VYM,0.0
2021-06-30,FNDF,0.0
2021-06-30,SPYD,0.0
2021-06-30,DGRO,0.0
2021-06-30,VIG,0.0
2021-06-30,VT,0.0
2021-06-30,SPYV,0.0
2021-06-30,XLV,0.0
2021-06-30,IVV,0.0
2021-06-30,USMV,0.0
2021-06-30,VO,0.0
2021-06-30,VOE,0.0
2021-06-30,FHLC,0.0
2021-06-30,VTHR,0.0
2021-06-30,EQWL,0.0
2021-06-30,DGRW,0.0
2021-06-30,VB,0.0
2021-06-30,PTLC,0.0
2021-06-30,VUG,0.0
2021-06-30,SPSM,0.0
2021-06-30,FCOM,0.0
2021-06-30,SPMD,0.0
2021-06-30,IMCG,0.0
2021-06-30,VOT,0.0
2021-06-30,XLK,0.0
2021-06-30,ILCG,0.0
2021-09-30,SCHD,0.082631
2021-09-30,SCHF,0.4
2021-09-30,SCHC,0.0
2021-09-30,XLP,0.224081
2021-09-30,QYLD,0.293288
2021-09-30,VYM,0.0
2021-09-30,FNDF,0.0
2021-09-30,SPYD,0.0
2021-09-30,DGRO,0.0
2021-09-30,VIG,0.0
2021-09-30,VT,0.0
2021-09-30,XLV,0.0
2021-09-30,IUSV,0.0
2021-09-30,IVV,0.0
